"X","video_group","spike_experience1","spike_experience2","gender","age","sports","distracted","sound","video","excitement_score","understanding_score","positive_hw","negative_hw","num_touches","num_poss_changes","point_duration","num_body_blocks","num_dives","commentary","scoreboard","jersey","fans_cheering","slowmo_replay","new_rules","control","spike_ordered_id","control_diff"
211,16,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","26-35","Basketball, Table Tennis","Yes","Sound on",16,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value, very professional commenting","",12,5,12,1,2,1,0,0,1,0,0,0,245,1
212,16,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",16,8,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",12,5,12,1,2,1,0,0,1,0,0,0,246,1
213,16,"Experienced player","","Male","26-35","Baseball, skateboarding","Yes","Sound on",16,8,10,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",12,5,12,1,2,1,0,0,1,0,0,0,247,3
214,16,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, Volleyball","No","Sound on",16,8,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",12,5,12,1,2,1,0,0,1,0,0,0,248,1
215,16,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",16,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",12,5,12,1,2,1,0,0,1,0,0,0,249,2
48,3,"Experienced player","","Male","18-25","Basketball, American Football","No","Sound on",15,5,1,"","Point was predictable",4,2,4.73,0,0,1,0,0,0,0,0,1,250,0
49,3,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, Tennis, American Football","No","Sound on",15,6,1,"Uncertainty of who will win the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,251,0
50,3,"Have played some/familiar with the game","","Male","18-25","Soccer, Golf, Hockey","No","Sound on",15,4,2,"Athleticism of the players","Poor production value",4,2,4.73,0,0,1,0,0,0,0,0,1,252,0
51,3,"Experienced player","","Male","18-25","Soccer, Basketball","No","Sound on",15,5,1,"","Slow Pace, Point was predictable",4,2,4.73,0,0,1,0,0,0,0,0,1,253,0
52,3,"Have played some/familiar with the game","","Male","18-25","Baseball, American Football, Volleyball","No","Sound on",15,6,1,"Athleticism of the players","Point was predictable",4,2,4.73,0,0,1,0,0,0,0,0,1,254,0
53,3,"Experienced player","","Male","13-17","Soccer","No","Sound on",15,5,1,"Uncertainty of who will win the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,255,0
54,3,"Experienced player","","Female","18-25","Soccer, Basketball, Volleyball","No","Sound on",15,5,1,"Good production value","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,256,0
55,3,"Experienced player","","Male","18-25","Soccer, Tennis","Yes","Sound on",15,8,4,"Uncertainty of who will win the point","Point was predictable",4,2,4.73,0,0,1,0,0,0,0,0,1,257,0
56,3,"Experienced player","","Male","18-25","American Football, Disc golf, spikeball","No","Sound on",15,5,1,"Uncertainty of who will win the point, Good production value","Point was predictable, Point was too short/long, It was a bad set in my mind but it was just an easy 1,2,3",4,2,4.73,0,0,1,0,0,0,0,0,1,258,0
57,3,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football","No","Sound on",15,5,1,"Good production value","",4,2,4.73,0,0,1,0,0,0,0,0,1,259,0
58,3,"Experienced player","","Male","18-25","Tennis, American Football, Volleyball","No","Sound on",15,3,3,"","Slow Pace, Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,260,0
59,3,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Volleyball","No","Sound on",15,4,3,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,261,0
60,3,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Soccer, Basketball, Baseball, Tennis, American Football, Golf, Volleyball, Ultimate. Anything really ","Yes","Sound on",15,7,1,"Uncertainty of who will win the point, Skill required to execute on that level","",4,2,4.73,0,0,1,0,0,0,0,0,1,262,0
61,3,"Experienced player","","Male","18-25","","No","Sound on",15,6,1,"Uncertainty of who will win the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,263,0
62,3,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",15,4,1,"High pace and energy of the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,264,0
185,14,"Have played some/familiar with the game","","Female","18-25","Soccer, Basketball, Tennis","No","Sound on",15,7,4,"High pace and energy of the point, Uncertainty of who will win the point, Length of point","",4,2,4.73,0,0,1,0,0,0,0,0,1,265,0
186,14,"Experienced player","","Male","26-35","Soccer, Tennis, American Football","No","Sound on",15,4,1,"High pace and energy of the point, Athleticism of the players","Point was too short/long, Poor production value",4,2,4.73,0,0,1,0,0,0,0,0,1,266,0
187,14,"Experienced player","","Male","18-25","Soccer, Tennis, Volleyball","No","Sound on",15,6,1,"Uncertainty of who will win the point","Point was predictable, weird serve (the ball bounced a lot)",4,2,4.73,0,0,1,0,0,0,0,0,1,267,0
188,14,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",15,4,1,"High pace and energy of the point, Athleticism of the players, Good production value","",4,2,4.73,0,0,1,0,0,0,0,0,1,268,0
189,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",15,7,2,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,269,0
190,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",15,7,2,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,270,0
191,14,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football","No","Sound on",15,6,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",4,2,4.73,0,0,1,0,0,0,0,0,1,271,0
192,14,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football","No","Sound on",15,7,5,"Uncertainty of who will win the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,272,0
193,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Volleyball, E-sports","No","Sound on",15,6,8,"High pace and energy of the point, Athleticism of the players","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,273,0
194,14,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball","No","Sound on",15,6,2,"Uncertainty of who will win the point, Athleticism of the players","Point was too short/long, Poor production value",4,2,4.73,0,0,1,0,0,0,0,0,1,274,0
195,14,"Experienced player","","Male","13-17","Basketball, Baseball, American Football","No","Sound on",15,4,1,"Athleticism of the players","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,275,0
196,14,"Experienced player","","Male","18-25","Basketball, Volleyball, Hockey","No","Sound on",15,6,2,"Athleticism of the players, good defensive reading","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,276,0
197,14,"Never played, unfamiliar with game","Do not/rarely watch sports","Female","18-25","Volleyball","Yes","Sound on",15,5,5,"High pace and energy of the point, Uncertainty of who will win the point","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,277,0
198,15,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",15,8,1,"Uncertainty of who will win the point, Athleticism of the players","Slow Pace, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,278,0
199,15,"Experienced player","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",15,3,3,"","Slow Pace, Point was too short/long, Difficult to understand",4,2,4.73,0,0,1,0,0,0,0,0,1,279,0
200,15,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Soccer, Basketball, Volleyball","No","Sound on",15,3,3,"","",4,2,4.73,0,0,1,0,0,0,0,0,1,280,0
201,15,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football","No","Sound on",15,2,1,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,281,0
202,15,"Experienced player","","Male","26-35","Soccer, Baseball, American Football","No","Sound on",15,5,1,"Athleticism of the players, Well executed play from offense, like a well-executed give and go in soccer/basketball","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,282,0
203,15,"Experienced player","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",15,4,1,"Skill Required","Point was predictable",4,2,4.73,0,0,1,0,0,0,0,0,1,283,0
204,15,"Experienced player","","Male","18-25","Baseball, Volleyball, Hockey","Yes","Sound on",15,7,1,"High pace and energy of the point, Athleticism of the players, Skill of hit","Point was predictable, Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,284,0
1,1,"Experienced player","","Male","18-25","","No","Sound off",14,10,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",4,2,4.73,0,0,1,0,0,0,0,0,1,285,0
2,1,"Have played some/familiar with the game","","Female","18-25","","No","Sound on",14,7,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",4,2,4.73,0,0,1,0,0,0,0,0,1,286,0
3,1,"Have played some/familiar with the game","","Female","18-25","Basketball, Volleyball, Ice hockey ","No","Sound on",14,6,9,"High pace and energy of the point, Uncertainty of who will win the point","Poor production value",4,2,4.73,0,0,1,0,0,0,0,0,1,287,0
4,1,"Never played, unfamiliar with game","Do not/rarely watch sports","Male","18-25","Basketball, Tennis, American Football","No","Sound on",14,8,6,"Athleticism of the players","Poor production value, Difficult to understand",4,2,4.73,0,0,1,0,0,0,0,0,1,288,0
5,1,"Have played some/familiar with the game","Do not/rarely watch sports","Female","18-25","Basketball, American Football","No","Sound on",14,5,3,"Athleticism of the players","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,289,0
6,1,"Experienced player","","Male","18-25","American Football, Volleyball, Hockey","No","Sound off",14,6,2,"Athleticism of the players","Point was too short/long",4,2,4.73,0,0,1,0,0,0,0,0,1,290,0
7,1,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball, American Football, Boxing","Yes","Sound on",14,7,1,"High pace and energy of the point","",4,2,3.22,0,1,1,1,1,1,1,0,1,291,0
8,1,"Have played some/familiar with the game","","Female","18-25","Basketball, Tennis, American Football","No","Sound on",14,8,1,"Athleticism of the players","",4,2,3.22,0,1,1,1,1,1,1,0,1,292,0
9,1,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,6,1,"trick shot ","",4,2,3.22,0,1,1,1,1,1,1,0,1,293,0
10,1,"Have played some/familiar with the game","","Female","18-25","Basketball, Tennis, American Football","No","Sound on",14,8,1,"Athleticism of the players","",4,2,3.22,0,1,1,1,1,1,1,0,1,294,0
11,1,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, Tennis, Volleyball","No","Sound on",14,10,7,"Uncertainty of who will win the point, Athleticism of the players","Poor production value, Difficult to understand",4,2,3.22,0,1,1,1,1,1,1,0,1,295,0
12,1,"Experienced player","","Male","18-25","Baseball, American Football, Volleyball","No","Sound on",14,9,1,"Athleticism of the players","",4,2,3.22,0,1,1,1,1,1,1,0,1,296,0
13,1,"Experienced player","","Male","18-25","Baseball, American Football","No","Sound on",14,5,1,"Athleticism of the players, Good production value","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,297,0
14,1,"Have played some/familiar with the game","","Male","18-25","","Yes","Sound on",14,5,2,"","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,298,0
15,1,"Experienced player","","Male","26-35","Soccer, Baseball, Esports","No","Sound on",14,5,1,"Athleticism of the players, Good production value","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,299,0
16,1,"Experienced player","","Male","18-25","American Football, Hockey, lacrosse","No","Sound on",14,6,1,"Athleticism of the players","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,300,0
17,1,"Have played some/familiar with the game","Do not/rarely watch sports","Male","13-17","Basketball, American Football, Mans volleyball ","No","Sound on",14,6,1,"Athleticism of the players","",4,2,3.22,0,1,1,1,1,1,1,0,1,301,0
18,1,"Experienced player","","Male","26-35","Tennis, Volleyball, Table Tennis","No","Sound on",14,3,1,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,302,0
19,1,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",14,7,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",4,2,3.22,0,1,1,1,1,1,1,0,1,303,0
20,1,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",14,7,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",4,2,3.22,0,1,1,1,1,1,1,0,1,304,0
21,1,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",14,7,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",4,2,3.22,0,1,1,1,1,1,1,0,1,305,0
22,1,"Experienced player","","Male","13-17","American Football, hockey","No","Sound off",14,8,5,"High pace and energy of the point, Athleticism of the players, Length of point, Good production value","Point was predictable",4,2,3.22,0,1,1,1,1,1,1,0,1,306,0
23,1,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",14,8,3,"High pace and energy of the point, Athleticism of the players","",4,2,3.22,0,1,1,1,1,1,1,0,1,307,0
24,1,"Have played some/familiar with the game","Watch sports at least semi-regularly","Watch sports at least semi-regularly","18-25","Basketball, American Football, Volleyball","No","Sound off",14,6,2,"Athleticism of the players","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,308,0
25,1,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football","No","Sound on",14,10,1,"High pace and energy of the point, Athleticism of the players, Length of point","n/a",4,2,3.22,0,1,1,1,1,1,1,0,1,309,0
26,1,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball","Yes","Sound off",14,4,1,"Athleticism of the players","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,310,0
27,1,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,7,6,"Athleticism of the players, Good production value","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,311,0
28,1,"Experienced player","","Male","18-25","Soccer, Boxing // MMA ","No","Sound on",14,8,2,"High pace and energy of the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,312,0
29,1,"Experienced player","","Male","18-25","Volleyball","No","Sound on",14,4,1,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,313,0
30,1,"Have played some/familiar with the game","","Male","36 & older","Basketball, Golf","No","Sound on",14,5,1,"Athleticism of the players, Good production value","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,314,0
31,1,"Experienced player","","Male","18-25","Baseball, Tennis, American Football","No","Sound on",14,6,2,"High pace and energy of the point, Athleticism of the players, Good production value","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,315,0
32,1,"Experienced player","","Male","18-25","Baseball, Tennis, American Football","No","Sound on",14,6,2,"High pace and energy of the point, Athleticism of the players, Good production value","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,316,0
33,1,"Experienced player","","Male","18-25","American Football, Volleyball, Hockey","Yes","Sound on",14,6,10,"Athleticism of the players, Good production value","",4,2,3.22,0,1,1,1,1,1,1,0,1,317,0
34,1,"Experienced player","","Male","18-25","Basketball, American Football, Disc golf","No","Sound on",14,4,2,"","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,318,0
35,1,"Experienced player","","Male","18-25","Basketball, Tennis, Volleyball","No","Sound on",14,4,7,"","Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,319,0
36,1,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Lacrosse","Yes","Sound off",14,10,10,"High pace and energy of the point, Athleticism of the players","Point was predictable",4,2,3.22,0,1,1,1,1,1,1,0,1,320,0
37,1,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Hockey ","No","Sound on",14,4,1,"High pace and energy of the point","Point was predictable, Point was too short/long, Poor production value",4,2,3.22,0,1,1,1,1,1,1,0,1,321,0
38,1,"Experienced player","","Male","26-35","Soccer, Tennis, American Football","No","Sound off",14,9,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Good production value","",4,2,3.22,0,1,1,1,1,1,1,0,1,322,0
39,1,"Experienced player","","Male","36 & older","","No","Sound off",14,4,10,"Athleticism of the players","Slow Pace, Point was predictable, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,323,0
40,1,"Experienced player","","Male","18-25","Basketball, American Football, Esports","Yes","Sound off",14,8,1,"Athleticism of the players, Good production value, Technical skill/cheeky hit","Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,324,0
41,1,"Experienced player","","Female","18-25","Soccer, Tennis, Volleyball","No","Sound on",14,6,2,"Athleticism of the players","Slow Pace, Point was too short/long",4,2,3.22,0,1,1,1,1,1,1,0,1,325,0
63,4,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Basketball, fencing","No","Sound on",14,9,1,"Athleticism of the players","Poor production value",4,2,3.22,0,1,1,1,1,1,1,0,1,326,0
64,4,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, Golf","No","Sound on",14,8,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,327,0
65,4,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,7,2,"High pace and energy of the point, Athleticism of the players","Casting boring",4,2,3.6,0,0,0,0,1,0,1,0,1,328,0
66,4,"Have played some/familiar with the game","","Male","13-17","Basketball, American Football","No","Sound on",14,5,2,"Impressive skills","",4,2,3.6,0,0,0,0,1,0,1,0,1,329,0
67,4,"Experienced player","","Male","26-35","Baseball, Hockey ","No","Sound on",14,4,1,"","Point was predictable",4,2,3.6,0,0,0,0,1,0,1,0,1,330,0
68,4,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,7,1,"Uncertainty of who will win the point, Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,331,0
69,4,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","26-35","Soccer, Basketball, American Football","Yes","Sound on",14,10,2,"Uncertainty of who will win the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,332,0
70,4,"Have played some/familiar with the game","","Female","18-25","Basketball","No","Sound on",14,9,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,333,0
71,4,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Fighting","No","Sound on",14,3,1,"Athleticism of the players","Slow Pace, Point was predictable, Point was too short/long, 1,2,3s aren’t interesting ",4,2,3.6,0,0,0,0,1,0,1,0,1,334,0
72,4,"Have played some/familiar with the game","","Male","36 & older","Soccer, Basketball, American Football","No","Sound on",14,7,2,"Athleticism of the players, Good production value, Production of most Spikeball videos isn’t great (lots of bad camera angles) but commentary and replay make this better than others ","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,335,0
73,4,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Soccer, Basketball, American Football","No","Sound on",14,6,1,"Uncertainty of who will win the point, Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,336,0
74,4,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,6,1,"Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,337,0
75,4,"Experienced player","Watch sports at least semi-regularly","Male","36 & older","Basketball","No","Sound on",14,6,1,"Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,338,0
76,4,"Experienced player","","Male","18-25","Soccer, Basketball, Baseball","No","Sound on",14,9,2,"Athleticism of the players, Good production value","Point was predictable, Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,339,0
77,4,"Experienced player","","Male","18-25","Basketball, Golf, Hockey","No","Sound on",14,10,10,"Athleticism of the players, Length of point, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,340,0
119,9,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",14,7,1,"High pace and energy of the point, Athleticism of the players","Point was too short/long, Poor production value",4,2,3.6,0,0,0,0,1,0,1,0,1,341,0
120,9,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",14,6,4,"Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,342,0
121,9,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football, MMA","No","Sound off",14,8,2,"Uncertainty of who will win the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,343,0
122,9,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,2,1,"Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,344,0
123,9,"Experienced player","","Male","18-25","Basketball, American Football, Golf","No","Sound on",14,8,3,"High pace and energy of the point, Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,345,0
124,9,"Experienced player","","Male","18-25","Basketball, Tennis, Volleyball","No","Sound off",14,3,1,"Athleticism of the players","Point was predictable, Point was too short/long, Poor production value",4,2,3.6,0,0,0,0,1,0,1,0,1,346,0
125,9,"Have played some/familiar with the game","","Male","18-25","American Football, MMA, Darts","No","Sound on",14,9,1,"Athleticism of the players","Poor production value",4,2,3.6,0,0,0,0,1,0,1,0,1,347,0
126,9,"Experienced player","Watch sports at least semi-regularly","Male","26-35","American Football, Hockey, Formula 1","No","Sound on",14,8,1,"Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,348,0
127,9,"Experienced player","","Male","18-25","Soccer, Baseball, Golf","No","Sound on",14,6,1,"Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,349,0
128,9,"Experienced player","","Male","36 & older","Soccer, American Football, Golf","No","Sound on",14,9,1,"High pace and energy of the point, Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,350,0
129,9,"Experienced player","","Male","26-35","Basketball","No","Sound on",14,9,2,"High pace and energy of the point, Athleticism of the players, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,351,0
130,9,"Experienced player","","Male","18-25","","No","Sound on",14,8,3,"High pace and energy of the point, Athleticism of the players, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,352,0
171,13,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, Tennis","No","Sound on",14,8,2,"High pace and energy of the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,353,0
172,13,"Have played some/familiar with the game","","Male","18-25","Boxing, MMA","No","Sound on",14,7,1,"High pace and energy of the point, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,354,0
173,13,"Have played some/familiar with the game","","Female","18-25","Soccer, Basketball, Tennis","No","Sound on",14,8,7,"Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,355,0
174,13,"Experienced player","","Male","18-25","Soccer, Basketball, Spikeball ","No","Sound on",14,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Great commentator. LOVE ME A GOOD TWEENER ","Point was too short/long, Short rally but exciting. Pro net is life ",4,2,3.6,0,0,0,0,1,0,1,0,1,356,0
175,13,"Experienced player","","Male","18-25","","No","Sound on",14,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,357,0
176,13,"Experienced player","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",14,8,3,"Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,358,0
177,13,"Have played some/familiar with the game","","Male","13-17","","Yes","Sound off",14,7,3,"Athleticism of the players","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,359,0
178,13,"Experienced player","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",14,9,1,"High pace and energy of the point, Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,360,0
179,13,"Experienced player","","Male","18-25","Soccer, Golf, Disc golf","No","Sound on",14,4,2,"Good production value","Slow Pace, Point was predictable, Point was too short/long, Not impressive hit and confusing different equipment then normal",4,2,3.6,0,0,0,0,1,0,1,0,1,361,0
180,13,"Experienced player","","Female","18-25","Soccer, Tennis, Volleyball","No","Sound on",14,7,1,"Athleticism of the players, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,362,0
181,13,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",14,6,1,"Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,363,0
182,13,"Experienced player","","Male","18-25","Basketball, Volleyball, Beach Volleyball","No","Sound on",14,6,1,"Athleticism of the players","Lack of defensive effort",4,2,3.6,0,0,0,0,1,0,1,0,1,364,0
183,13,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,7,6,"Athleticism of the players, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,365,0
184,13,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,7,6,"Athleticism of the players, Good production value","",4,2,3.6,0,0,0,0,1,0,1,0,1,366,0
216,17,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",14,8,2,"Athleticism of the players, Good production value","Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,367,0
217,17,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Baseball, American Football, Volleyball","No","Sound on",14,9,1,"Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,368,0
218,17,"Have played some/familiar with the game","","Male","26-35","Soccer, Handball","No","Sound on",14,4,1,"Athleticism of the players","Point was predictable, Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,369,0
219,17,"Experienced player","","Male","18-25","Soccer, American Football, Winter sports","No","Sound on",14,2,1,"","Point was predictable, Point was too short/long",4,2,3.6,0,0,0,0,1,0,1,0,1,370,0
220,17,"Experienced player","","Male","18-25","Baseball, American Football, Volleyball","No","Sound off",14,4,1,"Athleticism of the players","Point was predictable, Point was too short/long, As cool as it is to hit a shot like that over the net, it's almost always unreturnable, and something like that in the first possession becomes boring (decreases rallies and true defence).",4,2,3.6,0,0,0,0,1,0,1,0,1,371,0
221,17,"Experienced player","","Male","18-25","Basketball, Volleyball","No","Sound on",14,7,1,"Uncertainty of who will win the point, Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,372,0
222,17,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football, Ice hockey","No","Sound on",14,6,2,"Athleticism of the players","",4,2,3.6,0,0,0,0,1,0,1,0,1,373,0
